0	50	0
50	100	0
100	150	0
150	200	0
200	250	0
250	300	0
300	350	0
350	400	0
400	450	0
450	500	0
500	550	0
550	600	0
600	650	0
650	700	0
700	750	0
750	800	0
800	850	0
850	900	0
900	950	0
950	1000	0
1000	1050	0
1050	1100	0
1100	1150	0
1150	1200	0
1200	1250	0
1250	1300	0
1300	1350	0
1350	1400	0
1400	1450	0
1450	1500	0
1500	1550	0
1550	1600	0
1600	1650	0
1650	1700	0
1700	1750	0
1750	1800	0
1800	1850	0
1850	1900	0
1900	1950	0
1950	2000	0
2000	2050	0
2050	2100	0
2100	2150	0
2150	2200	0
2200	2250	0
2250	2300	0
2300	2350	0
2350	2400	0
2400	2450	0
2450	2500	0
2500	2550	0
2550	2600	0
2600	2650	0
2650	2700	0
2700	2750	0
2750	2800	0
2800	2850	0
2850	2900	0
2900	2950	0
2950	3000	0
3000	3050	0
3050	3100	0
3100	3150	0
3150	3200	0
3200	3250	0
3250	3300	0
3300	3350	0
3350	3400	0
3400	3450	0
3450	3500	0
3500	3550	0
3550	3600	0
3600	3650	0
3650	3700	0
3700	3750	0
3750	3800	0
3800	3850	0
3850	3900	0
3900	3950	0
3950	4000	0
4000	4050	0
4050	4100	0
4100	4150	0
4150	4200	0
4200	4250	0
4250	4300	0
4300	4350	0
4350	4400	0
4400	4450	0
4450	4500	0
4500	4550	0
4550	4600	0
4600	4650	0
4650	4700	0
4700	4750	0
4750	4800	0
4800	4850	0
4850	4900	0
4900	4950	0
4950	5000	0
5000	5050	0
5050	5100	0
5100	5150	0
5150	5200	0
5200	5250	0
5250	5300	0
5300	5350	0
5350	5400	0
5400	5450	0
5450	5500	0
5500	5550	0
5550	5600	0
5600	5650	0
5650	5700	0
5700	5750	0
5750	5800	0
5800	5850	0
5850	5900	0
5900	5950	0
5950	6000	0
6000	6050	0
6050	6100	0
6100	6150	0
6150	6200	0
6200	6250	0
6250	6300	0
6300	6350	0
6350	6400	0
6400	6450	0
6450	6500	0
6500	6550	0
6550	6600	0
6600	6650	0
6650	6700	0
6700	6750	0
6750	6800	0
6800	6850	0
6850	6900	0
6900	6950	0
6950	7000	0
7000	7050	0
7050	7100	0
7100	7150	0
7150	7200	0
7200	7250	0
7250	7300	0
7300	7350	0
7350	7400	0
7400	7450	0
7450	7500	0
7500	7550	0
7550	7600	0
7600	7650	0
7650	7700	0
7700	7750	0
7750	7800	0
7800	7850	0
7850	7900	0
7900	7950	0
7950	8000	0
8000	8050	0
8050	8100	0
8100	8150	0
8150	8200	0
8200	8250	0
8250	8300	0
8300	8350	0
8350	8400	0
8400	8450	0
8450	8500	0
8500	8550	0
8550	8600	0
8600	8650	0
8650	8700	0
8700	8750	0
8750	8800	0
8800	8850	0
8850	8900	0
8900	8950	0
8950	9000	0
9000	9050	0
9050	9100	0
9100	9150	0
9150	9200	0
9200	9250	0
9250	9300	0
9300	9350	0
9350	9400	0
9400	9450	0
9450	9500	0
9500	9550	0
9550	9600	0
9600	9650	0
9650	9700	0
9700	9750	0
9750	9800	0
9800	9850	0
9850	9900	0
9900	9950	0
9950	10000	0
10000	10050	0
10050	10100	0
10100	10150	0
10150	10200	0
10200	10250	0
10250	10300	0
10300	10350	0
10350	10400	0
10400	10450	0
10450	10500	0
10500	10550	0
10550	10600	0
10600	10650	0
10650	10700	0
10700	10750	0
10750	10800	0
10800	10850	0
10850	10900	0
10900	10950	0
10950	11000	0
11000	11050	0
11050	11100	0
11100	11150	0
11150	11200	0
11200	11250	0
11250	11300	0
11300	11350	0
11350	11400	0
11400	11450	0
11450	11500	0
11500	11550	0
11550	11600	0
11600	11650	0
11650	11700	0
11700	11750	0
11750	11800	0
11800	11850	0
11850	11900	0
11900	11950	0
11950	12000	0
12000	12050	0
12050	12100	0
12100	12150	0
12150	12200	0
12200	12250	0
12250	12300	0
12300	12350	0
12350	12400	0
12400	12450	0
12450	12500	0
12500	12550	0
12550	12600	0
12600	12650	0
12650	12700	0
12700	12750	0
12750	12800	0
12800	12850	0
12850	12900	0
12900	12950	0
12950	13000	0
13000	13050	0
13050	13100	0
13100	13150	0
13150	13200	0
13200	13250	0
13250	13300	0
13300	13350	0
13350	13400	0
13400	13450	0
13450	13500	0
13500	13550	0
13550	13600	0
13600	13650	0
13650	13700	0
13700	13750	0
13750	13800	1
13800	13850	0
13850	13900	0
13900	13950	0
13950	14000	0
14000	14050	0
14050	14100	1
14100	14150	0
14150	14200	0
14200	14250	0
14250	14300	0
14300	14350	0
14350	14400	0
14400	14450	0
14450	14500	0
14500	14550	0
14550	14600	0
14600	14650	0
14650	14700	0
14700	14750	0
14750	14800	0
14800	14850	0
14850	14900	0
14900	14950	0
14950	15000	0
15000	15050	0
15050	15100	0
15100	15150	0
15150	15200	0
15200	15250	0
15250	15300	0
15300	15350	0
